City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Brae,GB,60.3964,-1.353,39.11,68,100,5.39,overcast clouds
348,Kyaikkami,MM,16.08,97.5675,73.58,66,2,7.9,clear sky
349,Mount Isa,AU,-20.7333,139.5,87.57,48,0,5.75,clear sky
350,Bandarbeyla,SO,9.4942,50.8122,77.0,77,43,13.58,scattered clouds
351,Dukat,RU,62.55,155.55,-38.11,99,29,3.8,scattered clouds
352,Portland,US,45.5234,-122.6762,41.9,95,90,1.01,moderate rain
353,Kaitangata,NZ,-46.2817,169.8464,72.91,44,100,10.2,overcast clouds
354,Palmer,US,42.1584,-72.3287,28.08,64,1,3.0,clear sky
355,Kloulklubed,PW,7.0419,134.2556,84.7,78,95,19.89,overcast clouds
356,Wajima,JP,37.4,136.9,38.08,100,75,4.61,light intensity drizzle
357,Novoagansk,RU,61.9449,76.6625,-19.98,84,64,10.69,broken clouds
358,Buta,CD,2.7858,24.73,70.84,83,100,0.45,overcast clouds
359,Pedernales,DO,18.0384,-71.744,76.96,56,8,4.92,clear sky
360,Huarmey,PE,-10.0681,-78.1522,67.86,84,20,6.78,few clouds
361,Xai-Xai,MZ,-25.0519,33.6442,69.28,76,100,1.52,overcast clouds
362,Pirapora Do Bom Jesus,BR,-23.3969,-47.0022,68.02,90,38,7.87,scattered clouds
363,Panji,ID,-7.7253,114.0995,86.47,66,94,3.6,overcast clouds
364,Port Elizabeth,ZA,-33.918,25.5701,66.09,88,0,9.22,clear sky
365,Tokonou,GN,9.65,-9.7833,67.26,31,24,0.2,few clouds
366,Jinchang,CN,38.4953,102.1739,32.54,22,0,8.61,clear sky
367,Troina,IT,37.7854,14.5985,43.27,84,0,6.15,clear sky
368,Muros,ES,42.7762,-9.0603,54.1,89,100,9.51,overcast clouds
369,Anloga,GH,5.7947,0.8973,75.42,66,77,1.99,broken clouds
370,Palu,ID,-0.8917,119.8707,85.82,76,97,1.72,overcast clouds
371,Grindavik,IS,63.8424,-22.4338,43.27,100,90,5.75,mist
372,Mineiros,BR,-17.5694,-52.5511,70.41,94,100,2.26,overcast clouds
373,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,73.87,97,100,2.28,overcast clouds
374,Komsomolskiy,UZ,40.4272,71.7189,40.42,52,100,6.91,mist
375,Meulaboh,ID,4.1363,96.1285,76.32,87,100,3.4,moderate rain
376,Kargasok,RU,59.0556,80.8572,-10.55,87,100,10.54,overcast clouds
377,Ternate,ID,0.8,127.4,82.62,76,89,4.97,moderate rain
378,Palmas De Monte Alto,BR,-14.2672,-43.1619,71.22,91,100,2.64,overcast clouds
379,Ifakara,TZ,-8.1333,36.6833,71.69,95,21,1.1,few clouds
380,Belyy Yar,RU,53.6039,91.3903,15.85,86,40,2.24,smoke
381,Dingle,PH,10.9995,122.6711,83.53,75,36,10.22,scattered clouds
382,Nanfeng,CN,23.7434,111.7959,55.54,66,100,2.19,overcast clouds
383,General Roca,AR,-39.0333,-67.5833,81.0,19,0,8.28,clear sky
384,High Level,CA,58.5169,-117.136,5.11,85,75,0.0,light snow
385,Minab,IR,27.1467,57.0801,60.3,66,100,4.32,overcast clouds
386,Beringovskiy,RU,63.05,179.3167,3.04,88,100,9.6,overcast clouds
387,Bol,TD,13.4586,14.7147,66.96,36,12,20.47,few clouds
388,Esperance,AU,-33.8667,121.9,75.04,48,66,5.23,broken clouds
389,Tchibanga,GA,-2.85,11.0333,72.01,99,100,1.12,light rain
390,Fengcheng,CN,40.4536,124.0717,31.69,71,6,1.05,clear sky
391,Namibe,AO,-15.1961,12.1522,69.03,70,41,7.81,scattered clouds
392,Thinadhoo,MV,0.5333,72.9333,80.6,76,99,5.44,light rain
393,Egvekinot,RU,66.3167,-179.1667,-10.73,99,50,2.95,scattered clouds
394,Marau,BR,-28.4492,-52.2,71.83,63,0,3.96,clear sky
395,Labuhan,ID,-6.8844,112.2051,79.52,83,100,5.73,overcast clouds
396,Kasongo-Lunda,CD,-6.4667,16.8167,70.79,97,100,0.34,moderate rain
397,Nushki,PK,29.5542,66.0215,50.07,36,1,2.24,clear sky
398,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.91,83,100,9.33,overcast clouds
399,Arona,ES,28.0996,-16.681,65.14,90,20,6.91,few clouds
400,Am Timan,TD,11.0297,20.2827,71.2,30,0,5.66,clear sky
401,Manubul,PH,5.4732,120.7986,83.19,77,100,15.57,overcast clouds
402,Port Hawkesbury,CA,45.6169,-61.3485,30.15,80,90,1.99,overcast clouds
403,Manaus,BR,-3.1019,-60.025,79.3,94,40,3.44,scattered clouds
404,Swan Hill,AU,-35.3378,143.5544,76.87,24,0,8.84,clear sky
405,Yazman,PK,29.1212,71.7446,53.49,14,2,4.7,clear sky
406,Novocheremshansk,RU,54.3571,50.1666,26.65,95,100,16.02,light snow
407,Craigieburn,AU,-37.6,144.95,76.14,46,0,16.11,clear sky
408,Warrnambool,AU,-38.3833,142.4833,66.81,60,71,23.6,broken clouds
409,Illela,NG,13.7292,5.2975,63.5,18,0,14.0,clear sky
410,Terrace,CA,54.5163,-128.6035,15.42,67,75,29.93,broken clouds
411,Udachnyy,RU,66.4167,112.4,-17.01,98,100,6.35,overcast clouds
412,Canoinhas,BR,-26.1772,-50.39,60.67,83,11,4.41,few clouds
413,Arlit,NE,18.7369,7.3853,57.4,26,0,4.65,clear sky
414,Bereda,ES,43.2686,-7.5406,47.95,92,86,1.21,overcast clouds
415,Mount Gambier,AU,-37.8333,140.7667,69.71,49,40,24.16,scattered clouds
416,Betioky,MG,-23.7167,44.3833,65.71,78,99,10.65,overcast clouds
417,Namatanai,PG,-3.6667,152.4333,79.3,85,100,4.25,light rain
418,Husavik,IS,66.0449,-17.3389,42.71,86,100,8.23,overcast clouds
419,Chicama,PE,-7.8447,-79.1469,63.14,80,100,5.77,overcast clouds
420,Fayaoue,NC,-20.65,166.5333,80.53,81,94,12.66,overcast clouds
421,Bor,RU,56.3567,44.0669,26.53,96,100,9.26,overcast clouds
422,Salinopolis,BR,-0.6136,-47.3561,79.79,85,100,10.67,overcast clouds
423,Salinas,US,36.6777,-121.6555,53.69,75,1,6.91,clear sky
424,Verkhoshizhemye,RU,58.011,49.1038,18.14,94,100,9.15,light snow
425,Amazar,RU,53.858,120.875,-4.27,91,100,6.46,light snow
426,Forio,IT,40.7342,13.8646,53.33,61,0,15.5,clear sky
427,Taoudenni,ML,22.6783,-3.9836,74.08,20,100,9.64,overcast clouds
428,Pocone,BR,-16.2567,-56.6228,75.25,94,90,3.89,overcast clouds
429,Uruzgan,AF,32.8333,66.0,41.41,61,75,5.53,broken clouds
430,Visby,SE,57.6409,18.296,34.02,80,90,27.63,light snow
431,Ambon,ID,-3.6954,128.1814,91.54,55,20,4.61,few clouds
432,Kawalu,ID,-7.3817,108.2082,77.61,88,100,0.96,light rain
433,Sokolo,ML,14.7328,-6.1219,72.63,14,55,11.88,broken clouds
434,Tulun,RU,54.5611,100.5792,-18.2,100,61,1.81,broken clouds
435,Radis,TN,36.7681,10.2753,46.31,93,40,4.61,scattered clouds
436,Igrim,RU,63.1906,64.4162,-0.9,96,100,10.58,light snow
437,Clonakilty,IE,51.6231,-8.8706,45.61,83,100,17.9,overcast clouds
438,Oxford,GB,51.7522,-1.256,43.21,97,90,1.01,overcast clouds
439,Bagotville,AU,-28.9833,153.4167,89.62,62,78,5.68,broken clouds
440,Cap Malheureux,MU,-19.9842,57.6142,75.69,81,78,6.06,broken clouds
441,La Ligua,CL,-32.4524,-71.2311,56.98,83,17,2.35,few clouds
442,Gushikawa,JP,26.3544,127.8686,65.43,52,1,3.44,clear sky
443,Cherskiy,RU,68.75,161.3,-23.53,97,100,21.47,light snow
444,Kindu,CD,-2.95,25.95,70.02,98,100,0.67,overcast clouds
445,Nueva Gerona,CU,21.8833,-82.8,76.91,79,0,4.32,clear sky
446,Samaro,PK,25.2815,69.3965,57.29,18,68,4.38,broken clouds
447,Hovd,MN,48.0056,91.6419,15.57,54,100,5.95,overcast clouds
448,Slave Lake,CA,55.2834,-114.769,12.18,79,90,17.27,overcast clouds
449,Prainha,BR,-1.8,-53.48,77.07,85,100,4.85,overcast clouds
450,Nikitinskiy,RU,54.5845,86.0115,24.21,96,100,5.32,light snow
451,Calama,CL,-22.4667,-68.9333,64.89,27,75,6.91,broken clouds
452,Pringsewu,ID,-5.3582,104.9744,81.82,72,100,2.75,light rain
453,Sorong,ID,-0.8833,131.25,81.23,80,100,1.07,light rain
454,Dawlatabad,AF,36.4141,64.9053,53.87,71,100,7.07,overcast clouds
455,La Montanita,CO,1.4766,-75.4398,74.39,92,95,2.19,overcast clouds
456,Flin Flon,CA,54.7682,-101.865,2.41,93,100,10.25,overcast clouds
457,Naryan-Mar,RU,67.6713,53.087,-7.29,92,99,9.46,overcast clouds
458,Aswan,EG,24.0934,32.907,54.7,47,0,0.0,clear sky
459,Whitianga,NZ,-36.8333,175.7,74.79,49,0,7.65,clear sky
460,Boyolangu,ID,-8.1181,111.8935,78.76,86,100,3.0,overcast clouds
461,Harbin,CN,45.75,126.65,17.55,87,71,9.98,broken clouds
462,Kruisfontein,ZA,-34.0033,24.7314,63.88,93,100,7.99,overcast clouds
463,Ojinaga,MX,29.5667,-104.4167,51.57,71,1,3.44,clear sky
464,Adre,TD,13.4667,22.2,62.19,29,0,12.77,clear sky
465,Bafra,TR,41.5678,35.9069,48.31,86,59,7.52,broken clouds
466,Uyar,RU,55.81,94.3153,-19.23,100,100,5.93,overcast clouds
467,Torquay,GB,50.4638,-3.5143,43.86,96,100,10.0,overcast clouds
468,Baculin,PH,7.4525,126.5842,84.4,69,82,9.13,broken clouds
469,Bonfim,BR,3.0833,-59.95,79.39,73,99,6.96,overcast clouds
470,Huittinen,FI,61.1833,22.7,21.72,78,98,10.18,light snow
471,Monte Patria,CL,-30.6919,-70.9467,70.12,59,100,3.44,overcast clouds
472,Byron Bay,AU,-28.65,153.6167,89.71,57,100,9.01,overcast clouds
473,Gat,IL,31.61,34.7642,58.91,44,6,12.64,clear sky
474,Port-Gentil,GA,-0.7193,8.7815,80.96,79,65,4.63,broken clouds
475,Port Lincoln,AU,-34.7333,135.8667,69.51,51,21,9.13,few clouds
476,Kungurtug,RU,50.5994,97.5228,10.15,92,100,1.54,overcast clouds
477,Luganville,VU,-15.5333,167.1667,83.23,73,99,0.69,overcast clouds
478,Imbituba,BR,-28.24,-48.6703,72.82,85,1,13.38,clear sky
479,Lancaster,US,40.2504,-76.2499,32.43,68,1,1.01,clear sky
480,Fort Smith,US,35.3859,-94.3986,37.44,78,1,0.0,clear sky
481,Tocopilla,CL,-22.092,-70.1979,66.45,78,61,3.8,broken clouds
482,Kodinsk,RU,58.6881,99.1844,-37.25,99,39,1.28,scattered clouds
483,Praia Da Vitoria,PT,38.7333,-27.0667,56.75,94,20,16.22,few clouds
484,Pacific Grove,US,36.6177,-121.9166,52.52,80,10,1.99,clear sky
485,Hutchinson,US,38.0608,-97.9298,34.32,42,1,4.0,clear sky
486,Maridi,SS,4.9158,29.4742,70.99,48,97,3.36,overcast clouds
487,Dunedin,NZ,-45.8742,170.5036,73.98,43,81,20.87,broken clouds
488,Vangaindrano,MG,-23.35,47.6,70.36,83,100,6.78,light rain
489,Markdale,CA,44.3168,-80.6497,15.03,92,31,4.56,scattered clouds
490,Shar,KZ,49.5886,81.0453,22.75,89,100,9.37,overcast clouds
491,Turukhansk,RU,65.8167,87.9833,-35.54,95,6,3.22,clear sky
492,Goderich,CA,43.7501,-81.7165,26.91,74,88,6.91,overcast clouds
493,Kafanchan,NG,9.5833,8.3,63.54,34,2,7.45,clear sky
494,Sinnamary,GF,5.3833,-52.95,78.15,87,99,6.93,overcast clouds
495,Saint-Joseph,RE,-21.3667,55.6167,76.48,85,28,6.98,light rain
496,Marsa Matruh,EG,31.3525,27.2453,48.4,76,40,17.27,scattered clouds
497,Araouane,ML,18.9048,-3.5265,67.62,19,99,10.58,overcast clouds
498,Walvis Bay,NA,-22.9575,14.5053,62.1,82,93,4.61,overcast clouds
499,San Cristobal,VE,7.7669,-72.225,69.98,92,80,1.86,broken clouds
500,Sylva,RU,58.0348,56.7635,7.97,97,95,4.03,overcast clouds
501,Shenkursk,RU,62.1091,42.896,0.0,95,100,8.75,overcast clouds
502,Honningsvag,NO,70.9821,25.9704,30.85,51,100,15.32,overcast clouds
503,Postoloprty,CZ,50.3598,13.7029,40.37,88,26,10.13,scattered clouds
504,Nuevitas,CU,21.5453,-77.2644,74.64,85,0,6.26,clear sky
505,Tucupita,VE,9.0622,-62.051,72.57,99,100,3.31,overcast clouds
506,Codrington,AU,-38.2667,141.9667,73.6,43,40,22.06,scattered clouds
507,San Patricio,US,28.017,-97.5169,51.66,49,100,9.28,overcast clouds
508,Sitka,US,57.0531,-135.33,30.09,69,1,5.75,clear sky
509,Aktau,KZ,43.65,51.2,37.98,88,66,11.01,broken clouds
510,Tessalit,ML,20.1986,1.0114,64.11,22,70,10.25,broken clouds
511,Simoes,BR,-7.5989,-40.8178,80.8,49,98,3.83,overcast clouds
512,Biu,NG,10.6129,12.1946,60.71,30,2,9.82,clear sky
513,Avera,US,33.194,-82.5271,54.91,83,100,13.78,overcast clouds
514,Klaksvik,FO,62.2266,-6.589,40.12,82,100,11.18,overcast clouds
515,Wukari,NG,7.85,9.7833,72.43,31,1,7.14,clear sky
516,Suoyarvi,RU,62.0833,32.35,3.56,87,83,11.25,broken clouds
517,Glendive,US,47.1053,-104.7125,18.23,82,90,16.11,light snow
518,Taksimo,RU,56.3444,114.8794,-26.16,84,35,4.56,scattered clouds
519,Long,TH,18.0761,99.8326,74.12,67,11,2.48,few clouds
520,Pecos,US,31.4229,-103.4932,46.31,52,1,5.75,clear sky
521,Poum,NC,-20.2333,164.0167,80.4,72,2,0.92,clear sky
522,Ixtapa,MX,20.7,-105.2,76.23,83,75,2.3,broken clouds
523,Keti Bandar,PK,24.1447,67.4497,66.07,37,21,4.94,few clouds
524,Great Yarmouth,GB,52.6083,1.7305,43.45,75,100,11.83,overcast clouds
525,Vila Velha,BR,-20.3297,-40.2925,71.55,94,90,3.0,mist
526,Qaqortoq,GL,60.7167,-46.0333,38.08,57,100,21.09,overcast clouds
527,Sobolevo,RU,54.4299,31.8996,21.45,89,90,12.59,overcast clouds
528,Pangkalanbuun,ID,-2.6833,111.6167,84.0,69,100,3.89,light rain
529,Iqaluit,CA,63.7506,-68.5145,-2.47,71,75,9.22,broken clouds
530,Silvania,BR,-16.6589,-48.6081,71.56,94,12,1.45,few clouds
531,Bhongir,IN,17.5108,78.8889,62.78,56,0,4.54,clear sky
532,Matagami,CA,49.7502,-77.6328,-12.89,84,1,3.44,clear sky
533,Yagodnoye,RU,62.55,149.6667,-42.66,100,86,2.71,overcast clouds
534,Melur,IN,10.05,78.3333,73.22,79,17,7.58,few clouds
535,Polovinnoye,RU,54.7914,65.9864,26.29,91,99,12.97,overcast clouds
536,Kabare,CD,-2.4683,28.8242,60.57,94,100,1.14,overcast clouds
537,Itarema,BR,-2.9248,-39.9167,80.15,75,100,12.53,overcast clouds
538,Solnechnyy,RU,50.7214,136.6319,-1.88,80,85,3.78,overcast clouds
539,Balasheyka,RU,53.2841,48.0851,29.39,93,100,17.76,light snow
540,Kidal,ML,18.4411,1.4078,63.43,22,72,12.84,broken clouds
541,Aklavik,CA,68.2191,-135.0107,-1.37,100,99,7.52,overcast clouds
542,Kirakira,SB,-10.4544,161.9205,85.21,69,63,6.29,broken clouds
543,Najran,SA,17.4924,44.1277,54.25,37,3,1.86,clear sky
544,Port Hedland,AU,-20.3167,118.5667,93.25,62,40,26.46,scattered clouds
545,Nikel,RU,69.4128,30.222,23.18,82,100,8.37,light snow
546,Trairi,BR,-3.2778,-39.2689,79.92,76,95,10.29,overcast clouds
547,Narsaq,GL,60.9167,-46.05,38.35,54,100,17.94,overcast clouds
548,Parrita,CR,9.5201,-84.3225,82.53,87,7,1.95,clear sky
549,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,89.42,48,75,2.06,broken clouds
550,Miranda,CO,3.2499,-76.2281,71.65,95,100,1.52,overcast clouds
551,Touros,BR,-5.1989,-35.4608,81.5,77,100,10.2,overcast clouds
552,Wamba,NG,8.9333,8.6,68.49,34,0,4.63,clear sky
553,Hambantota,LK,6.1241,81.1185,73.74,100,49,3.44,scattered clouds
554,Mehtar Lam,AF,34.6714,70.2094,44.13,31,51,1.36,broken clouds
555,Imeni Babushkina,RU,59.7573,43.1285,9.45,94,100,9.75,light snow
556,Ust-Tsilma,RU,65.441,52.1498,4.01,92,100,7.31,overcast clouds
557,Mackenzie,CA,55.2999,-123.1698,-7.38,84,1,0.0,clear sky
558,Nizwa,OM,22.9333,57.5333,61.38,63,19,1.74,few clouds
559,Otukpo,NG,7.1913,8.1329,72.55,32,0,3.09,clear sky
560,Kaura Namoda,NG,12.5898,6.5779,61.56,27,0,12.95,clear sky
561,Santa Cruz,BO,-17.8,-63.1667,78.26,83,75,4.61,broken clouds
562,Fairmont,US,39.4851,-80.1426,33.71,72,9,2.33,clear sky
563,Guane,CU,22.2025,-84.0875,73.2,85,16,2.73,few clouds
564,La Rioja,ES,42.25,-2.5,28.18,78,13,5.57,few clouds
565,Antalaha,MG,-14.9003,50.2788,73.76,87,58,3.24,broken clouds
566,Djenne,ML,13.9061,-4.5533,70.45,15,17,9.55,few clouds
567,Gazanjyk,TM,39.2446,55.5154,49.08,54,0,4.05,clear sky
568,Billings,US,45.7833,-108.5007,26.92,78,90,17.27,overcast clouds
569,Lahuachaca,BO,-17.3667,-67.6667,46.24,83,98,4.88,overcast clouds
570,Port Hardy,CA,50.6996,-127.4199,37.4,87,40,5.75,scattered clouds
571,Maarianhamina,AX,60.0973,19.9348,28.26,64,0,14.97,clear sky
572,Luderitz,NA,-26.6481,15.1594,58.96,83,3,3.44,clear sky
573,Richards Bay,ZA,-28.783,32.0377,68.23,78,100,5.35,overcast clouds
574,Navahrudak,BY,53.6,25.8333,29.88,93,100,13.76,overcast clouds
575,Paris,FR,48.8534,2.3488,43.77,90,90,5.99,overcast clouds
576,Isangel,VU,-19.55,169.2667,87.91,79,75,9.22,broken clouds
577,Krivodanovka,RU,55.0881,82.6551,21.29,92,90,8.99,light shower snow
578,Uzventis,LT,55.7803,22.6547,30.27,93,96,15.37,light snow
579,Mfou,CM,3.7159,11.6427,71.46,100,75,1.14,mist
580,Half Moon Bay,US,37.4636,-122.4286,52.03,82,90,1.01,overcast clouds
581,Savonlinna,FI,61.8699,28.88,13.24,79,75,12.66,light snow
582,Port Macquarie,AU,-31.4333,152.9167,88.9,56,76,7.54,broken clouds
583,Nara,JP,34.6851,135.8049,50.97,95,9,8.03,clear sky
584,Saint-Francois,FR,46.4154,3.9054,33.48,100,90,2.3,mist
585,Uptar,RU,59.75,150.9167,-8.54,71,100,6.55,overcast clouds
586,Guadalupe Victoria,MX,32.2869,-115.105,63.12,17,0,6.96,clear sky
587,Wangou,CN,42.0623,126.9127,19.87,85,45,6.17,scattered clouds
588,George,ZA,-33.963,22.4617,60.35,94,90,4.61,overcast clouds
589,Yate,GB,51.5407,-2.4184,42.76,97,100,1.01,overcast clouds
590,Eureka,US,40.8021,-124.1637,56.01,76,100,8.01,overcast clouds
591,Mitchell,US,43.7094,-98.0298,33.78,69,1,6.91,clear sky
592,Ilanskiy,RU,56.2358,96.065,-25.78,97,14,6.4,few clouds
593,Cururupu,BR,-1.8283,-44.8683,77.41,85,100,3.98,overcast clouds
594,Bousso,TD,10.4795,16.7117,69.06,27,3,9.31,clear sky
595,Bela,IN,25.9333,81.9833,46.71,44,0,5.88,clear sky
596,Naron,ES,43.5167,-8.1528,56.01,75,97,7.78,overcast clouds
597,Delijan,IR,33.9905,50.6838,45.05,76,99,4.74,overcast clouds
598,Iracoubo,GF,5.4802,-53.2011,78.12,87,93,6.67,overcast clouds
599,Padang,ID,-0.9492,100.3543,71.65,80,100,0.22,light rain
600,Lisala,CD,2.15,21.5167,73.67,81,100,1.61,overcast clouds
601,Eldorado,BR,-23.7869,-54.2836,77.09,57,3,4.61,clear sky
602,Matay,EG,28.419,30.7792,48.43,68,51,11.59,broken clouds
603,Joshimath,IN,30.5667,79.5667,36.68,27,0,10.47,clear sky
604,Svetlaya,RU,46.5389,138.3297,14.65,55,23,3.78,few clouds
605,Souillac,MU,-20.5167,57.5167,75.58,83,20,5.75,few clouds
606,Mwinilunga,ZM,-11.7358,24.4293,61.83,97,100,2.48,overcast clouds
607,Sorland,NO,67.667,12.6934,39.85,55,96,18.05,overcast clouds
608,Tarauaca,BR,-8.1614,-70.7656,74.46,99,100,2.77,light rain
609,Kavaratti,IN,10.5669,72.642,80.91,72,4,7.7,clear sky
610,Kununurra,AU,-15.7667,128.7333,89.58,66,75,8.05,broken clouds
611,Port Arthur,CN,38.8,121.2667,46.62,63,0,17.58,clear sky
612,Pundaguitan,PH,6.3711,126.1689,82.15,75,99,10.92,overcast clouds
613,Ambunti,PG,-4.2365,142.8448,83.43,74,100,4.27,overcast clouds
614,Placido De Castro,BR,-10.3353,-67.1856,73.11,99,100,2.75,moderate rain
615,Margate,GB,51.3813,1.3862,44.69,93,100,7.0,overcast clouds
616,Yeppoon,AU,-23.1333,150.7333,85.78,57,31,9.69,scattered clouds
617,Jalu,LY,29.0331,21.5482,48.27,73,34,9.4,scattered clouds
618,Porto Novo,BJ,6.4965,2.6036,76.82,64,64,4.16,broken clouds
619,Almansa,ES,38.8692,-1.0971,40.66,91,62,3.71,broken clouds
620,Dahuk,IQ,36.8695,42.994,46.26,71,39,8.57,scattered clouds
621,Satipo,PE,-11.2522,-74.6386,72.28,95,94,2.77,overcast clouds
622,Nioro,GM,13.35,-15.75,76.06,17,38,7.7,scattered clouds
623,Sechura,PE,-5.5569,-80.8222,69.89,75,99,13.15,overcast clouds
624,Samfya,ZM,-11.3649,29.5565,66.6,86,100,1.48,overcast clouds
625,Talara,PE,-4.5772,-81.2719,68.34,85,100,10.4,overcast clouds
626,Kumluca,TR,36.3703,30.2869,48.67,73,60,6.33,broken clouds
627,Chardara,KZ,41.2547,67.9692,48.74,84,1,12.71,clear sky
628,Ahipara,NZ,-35.1667,173.1667,70.7,61,38,7.23,scattered clouds
629,Soma,TR,39.1855,27.6094,37.99,91,16,1.3,few clouds
630,Aquidauana,BR,-20.4711,-55.7872,75.4,93,100,3.87,overcast clouds
631,Tarakan,ID,3.3,117.6333,78.3,89,40,2.3,scattered clouds
632,Vung Tau,VN,10.346,107.0843,76.62,76,96,3.42,overcast clouds
633,Guerrero Negro,MX,27.9769,-114.0611,59.49,53,0,9.37,clear sky
634,Lasem,ID,-6.6922,111.4527,80.01,83,100,6.51,moderate rain
635,Zmeinogorsk,RU,51.1567,82.195,27.81,85,100,14.34,overcast clouds
636,Cotonou,BJ,6.3654,2.4183,76.98,69,20,2.3,few clouds
637,Muriti,TZ,-1.9833,32.9167,69.91,77,100,1.21,light rain
638,Druzhba,UA,52.0428,33.9453,28.36,96,89,13.24,light snow
639,Hofn,IS,64.2539,-15.2082,40.26,72,100,4.34,overcast clouds
640,Epe,NG,6.5841,3.9834,71.69,54,2,4.12,clear sky
641,Kharan,PK,28.5833,65.4167,54.75,18,1,1.45,clear sky
642,Birao,CF,10.2849,22.7882,66.56,30,0,6.51,clear sky
643,Cienaga,CO,11.007,-74.2476,84.33,58,75,9.22,broken clouds
644,Kouango,CF,4.9934,19.9619,77.14,59,25,1.48,scattered clouds
645,Mujiayingzi,CN,42.1167,118.7833,29.3,44,0,8.34,clear sky
646,Caravelas,BR,-17.7125,-39.2481,73.18,93,100,6.33,overcast clouds
647,Morro Bay,US,35.3658,-120.8499,54.81,83,4,1.05,clear sky
648,North Battleford,CA,52.7834,-108.2847,1.4,71,1,18.41,clear sky
649,Naze,JP,28.3667,129.4833,61.72,48,41,3.44,scattered clouds
650,Kroya,ID,-7.6331,109.2461,81.19,80,100,5.32,light rain
651,Do Gonbadan,IR,30.3586,50.7981,57.29,94,90,4.61,overcast clouds
652,Brookhaven,US,31.5791,-90.4407,44.26,72,86,7.54,overcast clouds
653,Cockburn Town,TC,21.4612,-71.1419,79.2,78,17,18.25,few clouds
654,Okhotsk,RU,59.3833,143.3,4.28,96,100,13.44,light snow
655,Adra,ES,36.7496,-3.0206,54.37,80,85,2.19,overcast clouds
656,Savannah Bight,HN,16.45,-85.85,80.01,78,0,20.54,clear sky
657,Costa Rica,BR,-23.4167,-54.65,77.13,53,2,5.75,clear sky
658,Lalpur,IN,22.2,69.9667,61.45,23,98,8.66,overcast clouds
659,Makakilo City,US,21.3469,-158.0858,80.92,62,1,11.5,clear sky
660,Ostersund,SE,63.1792,14.6357,32.45,100,75,8.05,snow
661,Benjamin Constant,BR,-4.3831,-70.0311,77.13,98,100,2.1,overcast clouds
662,Huntsville,US,34.7304,-86.5861,39.13,85,1,7.0,clear sky
663,Faya,SA,18.3851,42.4509,53.71,90,34,3.24,scattered clouds
664,Bazarnyye Mataki,RU,54.8833,49.9333,25.34,95,100,16.87,light snow
665,Christchurch,NZ,-43.5333,172.6333,79.0,35,100,4.0,overcast clouds
666,Gjirokaster,AL,40.0758,20.1389,45.01,67,0,4.23,clear sky
667,Dunn,US,44.95,-91.8835,28.38,79,100,9.22,overcast clouds
668,Ibia,BR,-19.4783,-46.5389,68.92,97,4,4.92,clear sky
669,Great Falls,US,47.5002,-111.3008,14.67,87,90,1.01,light snow
670,Griffith,US,41.5284,-87.4237,33.03,82,1,1.01,clear sky
671,Petawawa,CA,45.9001,-77.3328,4.59,85,1,3.44,clear sky
672,Parkes,AU,-33.1333,148.1833,78.73,30,20,7.47,few clouds
673,Ust-Uda,RU,54.1742,103.0304,-16.62,97,9,3.38,clear sky
674,Ilhabela,BR,-23.7781,-45.3581,71.01,83,72,6.35,broken clouds
675,Agadez,NE,19.75,10.25,54.66,36,0,9.57,clear sky
676,Karratha,AU,-20.7377,116.8463,93.33,48,7,23.11,clear sky
677,Sharjah,AE,25.3573,55.4033,67.98,81,0,5.75,clear sky
678,Taunggyi,MM,20.7833,97.0333,59.0,68,0,0.87,clear sky
679,Moyale,KE,3.5167,39.0584,67.28,68,99,5.17,overcast clouds
680,Kasongo,CD,-4.45,26.6667,68.31,99,100,3.53,light rain
681,Westport,US,41.1415,-73.3579,32.99,66,1,4.0,clear sky
682,Sideropolis,BR,-28.5978,-49.4244,63.25,92,0,3.11,clear sky
683,Kasangulu,CD,-4.5911,15.1708,77.94,88,100,1.3,light rain
684,Acapulco,MX,16.8634,-99.8901,82.22,74,75,9.22,broken clouds
685,Chara,RU,56.9064,118.2631,-28.12,82,88,2.73,overcast clouds
686,Aasiaat,GL,68.7098,-52.8699,26.49,77,100,18.54,overcast clouds
687,Norilsk,RU,69.3535,88.2027,-32.21,95,67,2.28,broken clouds
688,Pulaski,US,34.7668,-92.3001,36.82,82,1,3.0,clear sky
689,Tartus,SY,34.889,35.8866,60.49,59,49,22.93,scattered clouds
690,Xiongzhou,CN,25.1167,114.3,53.06,46,100,2.04,overcast clouds
691,Puerto Leguizamo,CO,-0.1934,-74.7819,77.29,81,100,1.86,overcast clouds
692,Yumen,CN,40.2833,97.2,27.84,20,0,12.95,clear sky
693,Zaoyang,CN,32.1272,112.7542,51.08,35,85,2.42,overcast clouds
694,Sychevka,RU,55.8252,34.2736,18.3,92,100,13.15,overcast clouds
695,Zapolyarnyy,RU,69.4154,30.8136,24.08,80,100,11.72,light snow
