City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Broken Hill,AU,2021-12-19 04:46:33,-31.95,141.4333,85.71,30,66,14.97
271,Mayor Pablo Lagerenza,PY,2021-12-19 04:46:33,-19.9309,-60.7718,74.68,96,100,2.82
272,Kovdor,RU,2021-12-19 04:46:34,67.5662,30.4758,14.72,93,100,6.08
273,Ribeira Brava,PT,2021-12-19 04:46:35,32.65,-17.0667,68.0,88,80,17.69
274,Deputatskiy,RU,2021-12-19 04:46:35,69.3,139.9,-27.35,99,100,2.08
275,Belaya Gora,RU,2021-12-19 04:46:35,68.5333,146.4167,-42.9,100,100,0.49
276,San Rafael,AR,2021-12-19 04:42:50,-34.6177,-68.3301,71.71,67,37,9.64
277,Ust-Kulom,RU,2021-12-19 04:47:36,61.6864,53.6902,-7.15,100,99,1.97
278,Tobermory,CA,2021-12-19 04:47:36,45.2501,-81.6665,18.3,66,99,14.27
279,Davila,PH,2021-12-19 04:47:37,18.4726,120.5763,84.18,83,100,27.51
280,Pastavy,BY,2021-12-19 04:47:37,55.1168,26.8326,38.7,89,100,19.17
281,Worland,US,2021-12-19 04:47:37,44.0169,-107.9554,21.65,58,1,9.22
282,Sungaipenuh,ID,2021-12-19 04:47:38,-2.0833,101.3833,71.78,72,100,3.87
283,Ternate,ID,2021-12-19 04:47:38,0.8,127.4,86.11,68,36,4.92
284,Baykit,RU,2021-12-19 04:43:27,61.67,96.37,-27.6,91,20,1.36
285,Port-Gentil,GA,2021-12-19 04:47:39,-0.7193,8.7815,80.67,78,72,5.84
286,Kiunga,PG,2021-12-19 04:47:39,-6.1219,141.2906,89.49,56,84,1.07
287,Olavarria,AR,2021-12-19 04:47:39,-36.8927,-60.3225,68.02,74,68,10.38
288,Bathsheba,BB,2021-12-19 04:47:40,13.2167,-59.5167,79.41,78,40,21.85
289,Nikolskoye,RU,2021-12-19 04:47:40,59.7035,30.7861,33.87,95,100,11.54
290,Chivilcoy,AR,2021-12-19 04:47:40,-34.8957,-60.0167,68.02,10,0,5.99
291,Batagay,RU,2021-12-19 04:47:41,67.6333,134.6333,-29.6,98,100,0.78
